date,revenue_this_year,revenue_last_year,revenue_variance,revenue_pct_difference,orders_this_year,orders_last_year,orders_variance,orders_pct_difference,stock_value_jhb_this_year,stock_value_dbn_this_year,stock_value_cpt_this_year,stock_value_total_this_year,stock_value_jhb_last_year,stock_value_dbn_last_year,stock_value_cpt_last_year,stock_value_total_last_year
2026-05-08,674476.42,256550.07,417926.35,162.9,190,305,-115,-37.7,6175438.159999997,1887623.7999999998,2083965.6999999993,10147027.659999996,3930434.659999999,1126514.6,1942375.2900000005,6999324.550000001
2026-05-09,96749.41,131613.20,-34863.79,-26.49,138,186,-48,-25.81,6131704.849999999,1794073.7200000002,2066848.649999999,9992627.219999997,4149581.5700000003,1148674.96,1940280.9100000001,7238537.44
2026-05-10,148605.33,86548.77,62056.56,71.7,229,101,128,126.73,6059981.779999999,1771874.0099999993,2038981.31,9870837.1,4106213.860000001,1137545.39,1932179.0899999999,7175938.340000001
2026-05-11,317484.54,105976.93,211507.61,199.58,400,128,272,212.5,5923028.8,1747519.72,2038673.6399999997,9709222.16,4044654.6299999985,1129371.35,1922220.4000000004,7096246.379999999
2026-05-12,509562.05,223183.54,286378.51,128.32,305,301,4,1.33,5732703.369999999,1762012.0399999996,2109642.4199999995,9604357.829999998,4098420.8399999994,1119006.62,1907811.9,7125239.359999999
2026-05-13,421821.27,201218.28,220602.99,109.63,588,265,323,121.89,5956103.779999999,1744725.89,2094304.0499999996,9795133.719999999,4104380.63,1114396.3599999999,1960206.44,7178983.43
2026-05-14,301624.38,204214.62,97409.76,47.7,448,252,196,77.78,5982585.8500000015,1817142.1599999995,2033598.2799999998,9833326.290000001,4085341.7800000003,1102093.0499999998,1917844.8199999998,7105279.65
2026-05-15,780719.50,325301.55,455417.95,140.0,345,427,-82,-19.2,7220719.239999998,1805440.1900000002,2070048.0099999993,11096207.439999998,3974237.5900000003,1078212.92,1870794.9899999998,6923245.5
2026-05-16,784652.62,186123.36,598529.26,321.58,198,258,-60,-23.26,6643662.859999999,1789529.19,2049115.9299999995,10482307.979999999,4250760.65,1087929.56,1840931.9999999995,7179622.210000001
2026-05-17,222631.64,112706.93,109924.71,97.53,300,149,151,101.34,6538397.289999999,1768771.07,2002975.2299999995,10310143.59,4190235.269999999,1074706.8299999998,1825414.6699999995,7090356.769999998
2026-05-18,400274.81,124710.37,275564.44,220.96,538,185,353,190.81,6533899.3199999975,1780438.7499999998,1951074.28,10265412.349999998,4112048.4,1061728.52,1809857.0499999998,6983633.97
2026-05-19,300070.22,234047.05,66023.17,28.21,406,322,84,26.09,6538242.999999998,1710803.6900000002,1944459.2499999995,10193505.939999998,3729724.93,1043249.6099999998,1774964.6400000004,6547939.180000001
2026-05-20,324192.88,229079.94,95112.94,41.52,515,325,190,58.46,6543900.1866666665,1695568.9400000002,1941588.2299999995,10181057.356666666,3653077.9900000007,1014587.8200000001,1819990.8499999999,6487656.66
2026-05-21,286015.54,278319.76,7695.78,2.77,401,290,111,38.28,6492451.113833331,1731979.01,1905809.2399999993,10130239.36383333,3551524.3300000005,981605.8799999999,1805942.9599999997,6339073.170000001
2026-05-22,295903.43,217588.15,78315.28,35.99,313,250,63,25.2,6425393.964833333,1763710.3199999998,1940968.5799999991,10130072.864833333,3636837.0200000005,971487.4299999998,1791588.7199999993,6399913.17
2026-05-23,131173.49,278626.74,-147453.25,-52.92,174,407,-233,-57.25,6407513.754833333,1753648.6600000004,1915147.8499999992,10076310.264833333,3717374.75,1097289.16,1815349.6299999997,6630013.54
2026-05-24,140652.56,151339.44,-10686.88,-7.06,192,198,-6,-3.03,6282407.524833331,1741098.4700000002,1893492.9099999995,9916998.904833332,3641817.0500000003,1083791.2699999998,1794863.5399999998,6520471.86
2026-05-25,485995.43,142017.75,343977.68,242.21,560,190,370,194.74,6074874.971833334,1844658.1599999997,1854158.5099999993,9773691.641833333,3641632.8500000006,1072028.5199999998,1769215.9,6482877.27
2026-05-26,450716.36,299402.35,151314.01,50.54,572,428,144,33.64,6013563.111833333,1792899.2400000002,1845603.7599999995,9652066.111833332,3613154.26,1067381.39,1726742.4,6407278.049999999
2026-05-27,379532.22,340709.02,38823.20,11.39,474,510,-36,-7.06,6133094.861833334,1907146.9600000002,1792163.1599999997,9832404.981833333,3771797.930000001,1060718.54,1676759.8199999998,6509276.290000001
2026-05-28,315960.41,330926.47,-14966.06,-4.52,411,419,-8,-1.91,6277199.561833333,1956796.3,1967156.4399999997,10201152.301833333,3630724.47,1119860.5,1733135.0100000002,6483719.98
2026-05-29,242228.10,229025.34,13202.76,5.76,414,328,86,26.22,6340272.521833333,1992702.0899999996,1963446.29,10296420.901833333,3555136.1600000015,1110482.25,1697054.5000000002,6362672.910000002
2026-05-30,121630.47,101651.32,19979.15,19.65,183,172,11,6.4,6276706.861833334,1977172.1300000001,1946207.0900000003,10200086.081833335,3572168.520000001,1172096.95,1861021.8600000003,6605287.330000001
2026-05-31,209104.71,81251.89,127852.82,157.35,261,104,157,150.96,6192863.541833333,1948286.8399999996,1923151.33,10064301.711833332,3540637.210000001,1168310.9200000002,1841525.93,6550474.0600000005
2026-06-01,344974.32,101681.54,243292.78,239.27,405,138,267,193.48,6230594.271833332,1914662.9900000002,1940502.09,10085759.351833332,3499372.4400000004,1161756.9200000002,1819021.08,6480150.44
2026-06-02,297682.12,173359.82,124322.30,71.71,359,269,90,33.46,6745990.751833332,1921721.96,2007712.16,10675424.871833332,3711726.670000001,1148607.09,1817958.6999999997,6678292.460000001
2026-06-03,255303.33,260052.70,-4749.37,-1.83,308,333,-25,-7.51,6795762.731833331,1931561.6500000001,2001166.4299999997,10728490.811833331,3896022.080000001,1107969.31,1934862.7999999996,6938854.19
2026-06-04,327205.73,192470.35,134735.38,70.0,355,251,104,41.43,7062710.620166665,1952669.37,2261305.89,11276685.880166665,3810870.8700000006,1091744.3900000001,1894594.5499999998,6797209.8100000005
2026-06-05,730399.42,199806.80,530592.62,265.55,527,275,252,91.64,7122785.755166668,1874175.66,2359481.629666667,11356443.044833336,3930621.2399999998,1142567.52,1871750.4600000002,6944939.22
2026-06-06,229476.63,642777.93,-413301.30,-64.3,203,490,-287,-58.57,7012129.01575,1846175.8100000008,2335010.9246666664,11193315.750416666,3673832.2500000005,1069604.54,1861286.2000000007,6604722.990000002
2026-06-07,226308.18,165263.02,61045.16,36.94,227,170,57,33.53,6911272.381583333,1814046.7500000005,2304383.0134166665,11029702.145,3582546.28,1063220.0899999999,1843590.5799999996,6489356.949999999
2026-06-08,491968.33,192388.77,299579.56,155.72,473,187,286,152.94,6934178.446916666,1802307.5600000003,2380313.873416667,11116799.880333334,3478396.5100000002,1031158.1800000002,1825133.4800000002,6334688.170000001
2026-06-09,415890.07,327291.39,88598.68,27.07,442,372,70,18.82,7525871.859083332,1802404.7800000005,2398513.54325,11726790.182333333,3557236.7899999996,1010165.8799999999,1791769.8599999999,6359172.529999999
2026-06-10,458242.26,265961.52,192280.74,72.3,426,328,98,29.88,7443839.596999998,1780877.0145833336,2416690.7032500003,11641407.314833332,3500305.8699999996,988174.9900000002,1870825.7299999997,6359306.589999999
2026-06-11,258664.05,256384.53,2279.52,0.89,331,334,-3,-0.9,8425592.17075,2205487.286666666,2442813.31075,13073892.768166665,3478097.8200000008,971701.34,1826294.8899999997,6276094.050000001
2026-06-12,169250.40,186622.63,-17372.23,-9.31,244,241,3,1.24,8450386.462749999,2219462.1366666667,2428338.1607500007,13098186.760166667,3447893.82,973698.4500000001,1872601.2099999995,6294193.479999999
2026-06-13,202089.22,77585.91,124503.31,160.47,235,122,113,92.62,8343576.917333333,2207288.1866666665,2393770.77075,12944635.87475,3576583.9799999995,968365.87,1871001.6099999999,6415951.459999999
2026-06-14,188364.31,65846.69,122517.62,186.06,245,75,170,226.67,8247180.85358333,2194448.689583334,2363138.68075,12804768.223916663,3545626.250000001,964656.0200000001,1862222.0899999994,6372504.360000001
2026-06-15,447008.93,55941.52,391067.41,699.06,556,79,477,603.8,8096269.874416666,2176840.2283333335,2342315.6607499993,12615425.7635,3524325.9399999995,959696.7,1849666.9799999997,6333689.619999999
2026-06-16,266466.67,322460.37,-55993.70,-17.36,386,439,-53,-12.07,7976096.0919166645,2136933.855,2298722.54075,12411752.487666665,3392278.26,934845.21,1777624.9,6104748.369999999
2026-06-17,432583.87,296563.98,136019.89,45.87,487,413,74,17.92,7970631.430249999,2094300.2529166671,2272292.20825,12337223.891416665,3746891.04,972331.0400000002,1862708.27,6581930.35
2026-06-18,336312.63,233357.85,102954.78,44.12,370,356,14,3.93,8128662.970249998,2119950.362916667,2355062.02825,12603675.361416666,3775181.2300000004,967146.1600000003,1823808.1899999997,6566135.58
2026-06-19,212490.22,248781.49,-36291.27,-14.59,227,324,-97,-29.94,8056773.364416665,2117335.745416667,2231848.8205833333,12405957.930416666,3703496.120000001,999894.0100000001,1817002.7100000002,6520392.840000001
2026-06-20,109432.42,136301.94,-26869.52,-19.71,148,191,-43,-22.51,8005733.153166664,2101896.25475,2216598.6105833338,12324228.018499997,3715587.8200000003,1076987.1600000001,1834606.92,6627181.9
2026-06-21,173860.57,83247.20,90613.37,108.85,262,113,149,131.86,7937270.655666668,2050113.2793333333,2198455.888083334,12185839.823083334,3682807.6500000013,1069164.6900000002,1817323.9100000004,6569296.250000002
2026-06-22,269531.61,95265.38,174266.23,182.93,326,129,197,152.71,7472901.513166664,1871240.6968333335,2189985.2043333338,11534127.41433333,3642309.2800000007,1057895.3800000004,1802379.8699999996,6502584.530000001
2026-06-23,305881.35,201534.84,104346.51,51.78,309,262,47,17.94,7102001.940499998,1839530.2141666666,2256265.585166667,11197797.73983333,3647170.16,1054726.78,1773839.7499999998,6475736.69
2026-06-24,6949.74,245540.55,-238590.81,-97.17,7,323,-316,-97.83,7098772.750499997,1838486.4641666666,2255237.9151666667,11192497.129833331,3643463.0100000007,1031477.9900000002,1859509.83,6534450.830000001
2026-06-25,0.00,361019.64,-361019.64,-100.0,0,521,-521,-100.0,7098772.750499997,1838486.4641666666,2255237.9151666667,11192497.129833331,3535705.3999999994,1015490.2,1793177.82,6344373.42
2026-06-26,0.00,235082.86,-235082.86,-100.0,0,344,-344,-100.0,7098772.750499997,1838486.4641666666,2255237.9151666667,11192497.129833331,3451836.6700000013,999164.31,1739466.76,6190467.740000001
2026-06-27,0.00,180460.78,-180460.78,-100.0,0,241,-241,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3465736.4600000004,1034184.4500000001,1752631.3599999996,6252552.27
2026-06-28,0.00,92517.04,-92517.04,-100.0,0,143,-143,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3429124.23,1025518.27,1733635.8499999996,6188278.35
2026-06-29,0.00,102364.97,-102364.97,-100.0,0,149,-149,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3387054.7600000002,1019333.3200000002,1709839.61,6116227.69
2026-06-30,0.00,260699.93,-260699.93,-100.0,0,380,-380,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3420797.76,975378.36,1674182.25,6070358.37
2026-07-01,0.00,358467.94,-358467.94,-100.0,0,339,-339,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3501500.56,924056.3000000002,1744689.9200000002,6170246.78
2026-07-02,0.00,280445.12,-280445.12,-100.0,0,406,-406,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3378932.23,902274.87,1691235.1800000002,5972442.279999999
2026-07-03,0.00,227395.65,-227395.65,-100.0,0,306,-306,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3376483.000000001,901180.4900000001,1643638.0499999998,5921301.540000001
2026-07-04,0.00,139972.21,-139972.21,-100.0,0,187,-187,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3450941.91,894116.3200000001,1604665.5200000003,5949723.750000001
2026-07-05,0.00,74123.74,-74123.74,-100.0,0,105,-105,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3444536.43,887131.9800000002,1622604.12,5954272.53
2026-07-06,0.00,88397.95,-88397.95,-100.0,0,109,-109,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3413899.580000001,879922.8700000002,1599755.5699999998,5893578.020000001
2026-07-07,0.00,753700.22,-753700.22,-100.0,0,577,-577,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3058369.62,826879.43,1492902.05,5378151.100000001
2026-07-08,0.00,376866.58,-376866.58,-100.0,0,392,-392,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3154578.0000000005,795474.35,1591613.51,5541665.86
2026-07-09,0.00,314283.17,-314283.17,-100.0,0,321,-321,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3166874.72,765554.2999999999,1537839.0200000003,5470268.04
2026-07-10,0.00,204015.27,-204015.27,-100.0,0,238,-238,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3076072.8700000006,779018.3,1514669.9499999995,5369761.12
2026-07-11,0.00,125760.08,-125760.08,-100.0,0,156,-156,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3137292.76,793953.14,1676950.9200000002,5608196.82
2026-07-12,0.00,73496.42,-73496.42,-100.0,0,81,-81,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3108269.7999999993,804870.45,1680114.14,5593254.389999999
2026-07-13,0.00,84716.85,-84716.85,-100.0,0,108,-108,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3099114.2299999995,797638.57,1669602.82,5566355.619999999
2026-07-14,0.00,219650.15,-219650.15,-100.0,0,275,-275,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3205686.5700000003,795677.21,1652155.18,5653518.96
2026-07-15,0.00,433543.60,-433543.60,-100.0,0,573,-573,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3242658.47,779153.4599999998,1733503.91,5755315.84
2026-07-16,0.00,316172.48,-316172.48,-100.0,0,412,-412,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3172787.2699999996,756085.94,1676094.2100000002,5604967.42
2026-07-17,0.00,219295.73,-219295.73,-100.0,0,303,-303,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3255239.0999999996,826391.4900000001,1656198.1200000003,5737828.71
2026-07-18,0.00,144137.46,-144137.46,-100.0,0,200,-200,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3851118.2200000007,803596.2499999999,1708694.4899999998,6363408.960000001
2026-07-19,0.00,89644.71,-89644.71,-100.0,0,117,-117,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3806682.0400000005,795489.9500000001,1695476.76,6297648.75
2026-07-20,0.00,132507.87,-132507.87,-100.0,0,171,-171,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3742511.06,784833.1799999999,1677436.79,6204781.03
2026-07-21,0.00,284046.78,-284046.78,-100.0,0,327,-327,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3780222.4199999995,765962.6900000001,1651463.68,6197648.789999999
2026-07-22,0.00,225130.30,-225130.30,-100.0,0,261,-261,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3968564.120000001,754521.6,1669192.5700000003,6392278.290000001
2026-07-23,0.00,208496.08,-208496.08,-100.0,0,254,-254,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3931731.6400000006,741985.3099999999,1635654.9300000002,6309371.880000001
2026-07-24,0.00,204833.83,-204833.83,-100.0,0,205,-205,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3864157.4000000004,872069.39,1616492.7200000002,6352719.51
2026-07-25,0.00,342592.33,-342592.33,-100.0,0,454,-454,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4208035.160000001,883706.9299999999,1532082.95,6623825.040000001
2026-07-26,0.00,135525.78,-135525.78,-100.0,0,178,-178,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4144406.870000001,871045.1099999998,1510547.5800000003,6525999.5600000005
2026-07-27,0.00,166727.22,-166727.22,-100.0,0,215,-215,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4064247.7100000014,858187.3200000001,1481756.72,6404191.750000001
2026-07-28,0.00,313534.04,-313534.04,-100.0,0,413,-413,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4090371.9199999995,853029.9900000001,1486886.5799999998,6430288.489999999
2026-07-29,0.00,312230.76,-312230.76,-100.0,0,423,-423,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4327180.870000001,859181.79,1623706.7399999998,6810069.4
2026-07-30,0.00,255941.27,-255941.27,-100.0,0,384,-384,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4254460.410000001,872156.8999999999,1584051.58,6710668.890000001
2026-07-31,0.00,241280.41,-241280.41,-100.0,0,319,-319,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4155612.8700000006,871488.73,1574130.6300000001,6601232.23
2026-08-01,0.00,158826.68,-158826.68,-100.0,0,201,-201,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4146631.3000000007,896311.72,1563226.65,6606169.67
2026-08-02,0.00,73620.02,-73620.02,-100.0,0,127,-127,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4115260.04,888885.0000000001,1551627.68,6555772.72
2026-08-03,0.00,100371.64,-100371.64,-100.0,0,144,-144,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4066679.3900000006,879271.02,1534919.6900000002,6480870.100000001
2026-08-04,0.00,218811.53,-218811.53,-100.0,0,291,-291,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4148844.5,866370.74,1602306.0899999999,6617521.33
2026-08-05,0.00,884041.86,-884041.86,-100.0,0,678,-678,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4030634.4700000007,818812.7899999999,1554813.3599999999,6404260.620000001
2026-08-06,0.00,506912.92,-506912.92,-100.0,0,482,-482,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3885047.500000001,796387.7299999999,1498592.2699999998,6180027.5
2026-08-07,0.00,289869.04,-289869.04,-100.0,0,298,-298,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3992628.260000001,1209186.0499999998,1447458.4999999998,6649272.8100000005
2026-08-08,0.00,188981.75,-188981.75,-100.0,0,183,-183,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4140767.3800000004,1212004.5999999999,1503325.72,6856097.7
2026-08-09,0.00,97767.02,-97767.02,-100.0,0,94,-94,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4114831.3300000005,1204350.4300000002,1486108.4999999998,6805290.260000001
2026-08-10,0.00,148440.04,-148440.04,-100.0,0,140,-140,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4120786.13,1175801.7,1472682.04,6769269.87
2026-08-11,0.00,267144.29,-267144.29,-100.0,0,263,-263,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4090127.8300000005,1173057.9000000001,1472574.14,6735759.87
2026-08-12,0.00,229790.43,-229790.43,-100.0,0,272,-272,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4153701.590000001,1179235.15,1582642.99,6915579.73
2026-08-13,0.00,224951.71,-224951.71,-100.0,0,253,-253,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4211221.62,1163215.13,1546354.67,6920791.42
2026-08-14,0.00,183092.66,-183092.66,-100.0,0,208,-208,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4207537.73,1196326.7300000002,1562608.86,6966473.320000001
2026-08-15,0.00,189628.21,-189628.21,-100.0,0,243,-243,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4260564.910000002,1189832.61,1576888.3399999999,7027285.860000002
2026-08-16,0.00,95223.79,-95223.79,-100.0,0,128,-128,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4220453.64,1180435.05,1562943.0099999998,6963831.699999999
2026-08-17,0.00,168661.82,-168661.82,-100.0,0,171,-171,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4151104.0600000005,1149352.86,1526641.88,6827098.800000001
2026-08-18,0.00,382398.68,-382398.68,-100.0,0,507,-507,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4024648.460000001,1123393.36,1480041.4,6628083.220000001
2026-08-19,0.00,302113.71,-302113.71,-100.0,0,370,-370,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3945468.9400000004,1094866.28,1501101.7599999998,6541436.98
2026-08-20,0.00,282988.57,-282988.57,-100.0,0,326,-326,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,3922622.6600000006,1077256.37,1470080.2699999998,6469959.300000001
2026-08-21,0.00,165624.04,-165624.04,-100.0,0,209,-209,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4248477.380000002,1090455.9500000002,1499699.1899999997,6838632.520000001
2026-08-22,0.00,115782.74,-115782.74,-100.0,0,157,-157,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4346147.520000001,1102971.17,1487341.3199999998,6936460.010000002
2026-08-23,0.00,91660.43,-91660.43,-100.0,0,119,-119,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4300816.28,1087865.54,1479312.2700000003,6867994.090000001
2026-08-24,0.00,159880.11,-159880.11,-100.0,0,180,-180,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4219989.970000002,1065553.02,1467384.04,6752927.030000002
2026-08-25,0.00,419468.77,-419468.77,-100.0,0,519,-519,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4249450.530000002,1037170.36,1396790.87,6683411.760000003
2026-08-26,0.00,376012.42,-376012.42,-100.0,0,481,-481,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4143757.400000002,1021567.4099999999,1513733.9599999995,6679058.770000001
2026-08-27,0.00,399340.80,-399340.80,-100.0,0,471,-471,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4476279.6899999995,969625.8600000001,1484126.0599999998,6930031.609999999
2026-08-28,0.00,321732.75,-321732.75,-100.0,0,407,-407,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4382773.57,1012070.5700000002,1473985.4799999997,6868829.62
2026-08-29,0.00,219688.68,-219688.68,-100.0,0,249,-249,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4478020.5200000005,1033536.3099999998,1551443.5700000003,7063000.4
2026-08-30,0.00,114738.71,-114738.71,-100.0,0,165,-165,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4422494.97,1023856.8,1530631.42,6976983.1899999995
2026-08-31,0.00,152259.31,-152259.31,-100.0,0,178,-178,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4359998.62,989754.9199999999,1514826.9,6864580.4399999995
2026-09-01,0.00,298284.02,-298284.02,-100.0,0,355,-355,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4240160.19,951332.5199999999,1920672.29,7112165.0
2026-09-02,0.00,314749.69,-314749.69,-100.0,0,338,-338,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,4474714.800000002,941375.6000000001,1949391.24,7365481.640000002
2026-09-03,0.00,249385.55,-249385.55,-100.0,0,321,-321,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6150775.610000001,937225.78,2108255.8400000003,9196257.230000002
2026-09-04,0.00,185294.05,-185294.05,-100.0,0,233,-233,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6129084.61,1128717.4799999997,2240411.65,9498213.74
2026-09-05,0.00,707611.82,-707611.82,-100.0,0,511,-511,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6053349.190000001,1897598.8100000003,2178932.6500000004,10129880.650000002
2026-09-06,0.00,201874.82,-201874.82,-100.0,0,165,-165,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,5948312.0600000005,1867664.9000000001,2164086.89,9980063.850000001
2026-09-07,0.00,273451.33,-273451.33,-100.0,0,242,-242,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,5814299.64,1843956.66,2130897.0100000002,9789153.31
2026-09-08,0.00,423862.07,-423862.07,-100.0,0,407,-407,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,5696465.88,2148639.65,2143432.9100000006,9988538.44
2026-09-09,0.00,349384.90,-349384.90,-100.0,0,361,-361,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6069893.090000002,2117586.87,2314458.09,10501938.05
2026-09-10,0.00,244458.04,-244458.04,-100.0,0,279,-279,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,5954336.72,2231215.2600000002,2283068.5099999993,10468620.49
2026-09-11,0.00,251267.69,-251267.69,-100.0,0,241,-241,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6129883.249999999,2232375.290000001,2433269.1799999997,10795527.719999999
2026-09-12,0.00,138343.83,-138343.83,-100.0,0,136,-136,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6101363.04,2205790.1800000006,2435268.15,10742421.370000001
2026-09-13,0.00,143548.42,-143548.42,-100.0,0,147,-147,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6042960.8500000015,2176117.2199999997,2415380.08,10634458.150000002
2026-09-14,0.00,158334.99,-158334.99,-100.0,0,191,-191,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,5956574.600000001,2161455.19,2397332.6799999997,10515362.47
2026-09-15,0.00,411353.67,-411353.67,-100.0,0,508,-508,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,5874966.7700000005,2109820.03,2352827.14,10337613.940000001
2026-09-16,0.00,324855.55,-324855.55,-100.0,0,408,-408,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6448881.330000002,2089119.49,2345602.7000000007,10883603.520000003
2026-09-17,0.00,272824.08,-272824.08,-100.0,0,357,-357,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6386488.010000001,2090360.7500000002,2730172.39,11207021.150000002
2026-09-18,0.00,202705.53,-202705.53,-100.0,0,256,-256,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6403766.83,2100075.8000000003,2726192.2599999993,11230034.89
2026-09-19,0.00,163673.42,-163673.42,-100.0,0,170,-170,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6358246.87,2169636.66,2735065.4399999995,11262948.97
2026-09-20,0.00,67057.53,-67057.53,-100.0,0,92,-92,-100.0,7098772.750499999,1838486.4641666666,2255237.915166667,11192497.129833333,6324596.590000001,2164888.5300000003,2725237.36,11214722.48
